name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
2 beds 2 baths flat,2000,"west kelowna, bc",Apartment/Condo,2,2,laundry in building,heating available,parking available,ac available,Not specified,No pets,700
2 beds 3 baths townhouse,1300,"lake country, bc",Townhouse,2,3,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1950
2 bedroom,1400,"kelowna, bc",Townhouse,2,1,laundry available,central heating,parking available,central ac,unfurnished,No pets,1371
studio 1 bath apartment,2000,"north okanagan, bc, v1b",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,dog and cat friendly,910
2 beds 2 baths flat,2800,"kelowna, bc, v1y 9z3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1000
1 bed 1 bath room only,1050,"kelowna, bc",Room,1,1,laundry available,gas heating,Not specified,Not specified,unfurnished,No pets,150
2 beds 2 baths house,2700,"kelowna, bc, v1y",House,2,2,laundry in building,Not specified,Not specified,Not specified,Not specified,dog friendly,1200
2 beds 1 bath house,3000,"lake country, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog friendly,1300
private room for rent,1000,"kelowna, bc",Room,1,1,Not specified,heating available,street parking,ac available,unfurnished,No pets,150
private room for rent,1350,"kelowna, bc",Room,1,1,in-unit laundry,central heating,Not specified,central ac,furnished,No pets,150
room for rent,1000,"kelowna, bc",Room,1,1,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,150
6 beds 2 baths house,900,"kelowna, bc",House,6,2,laundry available,Not specified,street parking,Not specified,Not specified,dog and cat friendly,2156
1 bed 1 bath house,950,"kelowna, bc, v1y 3x4",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
3 beds 2 baths house,2800,"west kelowna, bc, v4t 2m7",House,2,1,in-unit laundry,heating available,parking available,central ac,unfurnished,No pets,1700
2 beds 2 baths apartment,2800,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,800
2 beds 2 baths apartment,2500,"kelowna, bc, v1x 4p5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,1037
private room for rent,1600,"vernon, bc",Apartment/Condo,1,1,laundry available,gas heating,parking available,ac available,furnished,No pets,910
2 beds 2 baths apartment,3900,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1132
2 beds 1 bath house,2250,"kelowna, bc, v1v 1z9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 2 baths apartment,3000,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,dog friendly,910
room for rent,500,"vernon, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
2 beds 2 baths apartment,2200,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1000
2 beds 1 bath apartment,2000,"west kelowna, bc, v4t 3b2",Apartment/Condo,2,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog and cat friendly,910
2 beds 1 bath house,2200,"kelowna, bc, v1w 4t6",House,2,1,laundry in building,gas heating,garage parking,central ac,unfurnished,No pets,1200
1 bed 1 bath house,833,"kelowna, bc, v1x 4b1",House,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200
full lakefront home with panoramic views of okanagan lake  3br 2bath  located in la casa resort,3456,"central okanagan, bc, v1z 3r8",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
furnished 2 bedroom apt,1500,"peachland, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
beautiful 3bed 2bath turn key student rental,1000,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
room available near ubco,1200,"kelowna, bc",Townhouse,1,1,in-unit laundry,central heating,garage parking,central ac,furnished,No pets,1371
private room for rent,900,"kelowna, bc, v1p 1v2",Room,1,1,laundry available,heating available,street parking,Not specified,unfurnished,No pets,150
room for rent available for august in rutland,900,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
2 beds 1 bath house,2300,"west kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
2 bedroom and 1 bathroom brand new condo,2500,"kelowna, bc, v1x",Apartment/Condo,2,1,in-unit laundry,heating available,parking available,central ac,unfurnished,No pets,910
1 bed 1 bath townhouse,975,"kelowna, bc, v1x 5y7",Townhouse,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1371
private room for rent,1050,"kelowna, bc, v1v 0b3",Room,1,1,Not specified,Not specified,Not specified,Not specified,furnished,No pets,150
2 beds 2 baths apartment,2550,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1053
3 beds 1 5 baths townhouse,850,"kelowna, bc, v1x",Townhouse,3,1,laundry available,central heating,parking available,ac available,unfurnished,No pets,1371
2 beds 1 bath apartment,2000,"peachland, bc, v0h 1x2",Apartment/Condo,2,1,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,910
2 beds 1 bath house,900,"kelowna, bc",House,2,1,laundry in building,heating available,parking available,Not specified,Not specified,No pets,1200
2 beds 1 bath townhouse,1000,"kelowna, bc, v1y",Townhouse,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,1371
1 bed 1 bath apartment,2955,"kelowna, bc, v1y 9z2",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,600
place for rent,1234,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
1 bed 1 bath apartment,1000,"kelowna, bc, v1v 0b4",Apartment/Condo,1,1,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,910
private room for rent,1100,"west kelowna, bc",Room,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,150
shared 1500 sq ft 2 bdr suite,800,"kelowna, bc, v1x 6r8",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
now available immediately  a furnished in well appointed townhouse,900,"kelowna, bc",Townhouse,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
lakeside condo for rent,2500,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,laundry in building,central heating,garage parking,central ac,unfurnished,No pets,1100
3 beds 3 baths house,1100,"kelowna, bc, v1x 2k7",House,3,3,in-unit laundry,central heating,street parking,Not specified,Not specified,No pets,1200
private room for rent,1000,"kelowna, bc",Room,1,1,in-unit laundry,gas heating,street parking,ac available,furnished,No pets,150
great location  walk everywhere,840,"kelowna, bc",House,1,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 bdrm 2bath for executive rental,3200,"kelowna, bc, v1y 9y9",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,970
1 bedroom in shared house,900,"kelowna, bc, v1x 7p4",House,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200
great location  walk everywhere,840,"kelowna, bc",House,1,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
evolve studio has space for rent appropriate for stylist esthetician  bring me your ideas,800,"vernon, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
private room for rent,1200,"kelowna, bc",Room,1,1,laundry available,gas heating,parking available,central ac,furnished,cat friendly,150
1 bed 1 bath house,840,"west kelowna, bc, v4t 3c5",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200
2 beds 1 bath house,2550,"kelowna, bc, v1y 7a3",House,2,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
4 beds 2 baths house,4300,"kelowna, bc, v1y 6r6",House,4,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
1 bed 1 bath house,1925,"west kelowna, bc",House,1,1,in-unit laundry,electric heating,parking available,central ac,unfurnished,No pets,1200
2 beds 2 baths apartment,3600,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,910
2 beds 1 bath house,2200,"kelowna, bc, v1w 4p4",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 1 bath house,3850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,950
2 beds 1 bath house,2850,"kelowna, bc",House,2,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,920
1 bed 1 bath house,1900,"kelowna, bc",House,1,1,Not specified,electric heating,parking available,ac available,unfurnished,No pets,780
3 beds 2 baths apartment,1100,"kelowna, bc, v1v 2w7",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,furnished,No pets,910
private room for rent,1000,"kelowna, bc",Room,1,1,laundry in building,electric heating,parking available,ac available,unfurnished,dog friendly,150
beautiful 5 bdrm at big white available on 7 month lease,3000,"kootenay boundary, bc, v0h",Townhouse,5,3,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,2500
2 beds 2 baths apartment,3000,"west kelowna, bc, v4t 1x5",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,ac available,unfurnished,No pets,1250
3 bedroom on main floor for rent,2800,"kelowna, bc",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
penticton short term vacation rental,4000,"penticton, bc",House,3,2,in-unit laundry,electric heating,parking available,ac available,Not specified,No pets,1300
3 beds 2 baths townhouse,3500,"kelowna, bc",Townhouse,3,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1700
3 beds 2 baths townhouse,2500,"penticton, bc, v2a 4h8",Townhouse,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
2 beds 1 bath apartment,850,"kelowna, bc, v1p 1r5",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
3 beds 1 bath house,2400,"vernon, bc, v1t 6p8",House,3,1,laundry available,heating available,street parking,Not specified,unfurnished,No pets,1000
panoramic wood lake view  2bdrm  1 bthrm  february 1  june 1 2023,1800,"lake country, bc, v4v 1g4",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog friendly,1100
3 beds 3 baths townhouse,3000,"penticton, bc, v2a 4h8",Townhouse,3,3,in-unit laundry,Not specified,Not specified,Not specified,Not specified,No pets,1371
private room for rent,750,"vernon, bc, v1t 5e1",Room,1,1,Not specified,central heating,street parking,central ac,unfurnished,No pets,150
private room for rent,1200,"kelowna, bc, v1v 2v4",Room,1,1,in-unit laundry,Not specified,Not specified,Not specified,furnished,No pets,150
1 bed 1 bath house,800,"penticton, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200
2 beds 2 baths house,2800,"west kelowna, bc",House,2,2,in-unit laundry,heating available,street parking,ac available,unfurnished,dog and cat friendly,1700
private room for rent,950,"west kelowna, bc, v4t 3k1",Room,1,1,laundry in building,gas heating,parking available,central ac,unfurnished,No pets,150
1 bed 1 bath house,1000,"kelowna, bc",House,1,1,laundry in building,electric heating,street parking,Not specified,unfurnished,No pets,1200
park your trailer,1234,"kelowna, bc",House,1,1,Not specified,Not specified,parking available,Not specified,unfurnished,No pets,1200
3 beds 2 baths house,3500,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
the rock,2900,"peachland, bc",House,2,2,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,1200
1 室1 卫 独立宅院,1234,"penticton, bc, v2a 9g8",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1 bed 1 bath apartment,2175,"kelowna, bc, v1y 1s6",Apartment/Condo,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1100
timber valley at big white ski resort,12345,"kootenay boundary, bc",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
rent  one large bedroom,1100,"west kelowna, bc",House,3,2,in-unit laundry,central heating,parking available,central ac,furnished,No pets,1300
1 bed 1 bath flat,2000,"west kelowna, bc",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,900
fully furnished guest home 4 br,3500,"vernon, bc",House,4,2,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,2200
1 bed 1 bath,1000,"kelowna, bc",Townhouse,1,1,laundry available,Not specified,street parking,ac available,furnished,No pets,1700
2 beds 1 bath house,3850,"kelowna, bc, v1w 1a2",House,2,1,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,1000
1 bed 1 bath flat,2000,"west kelowna, bc",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,910
1 bed 1 bath house,850,"kelowna, bc",House,1,1,laundry available,central heating,street parking,central ac,unfurnished,No pets,1200
rental furnished suite,2300,"kelowna, bc",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
1 bed 1 bath townhouse,995,"kelowna, bc",Townhouse,1,1,in-unit laundry,electric heating,street parking,Not specified,Not specified,No pets,1371
3 beds 2 baths townhouse,12345,"kootenay boundary, bc, v0h",Townhouse,3,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,1371
1 bed 1 bath house,980,"kelowna, bc",House,4,2,laundry available,gas heating,parking available,central ac,unfurnished,dog and cat friendly,2500
furnished 2 beds 2 bath flat,3750,"kelowna, bc, v1y",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1100
3 bedroom 2 bathroom fully furnished house,3500,"kelowna, bc, v1p 1t8",House,3,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1600
1 bed 1 bath house,950,"kelowna, bc, v1y 2r7",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1200
